annual_income,emp_length,loan_dollar_amount,monthly_term,purpose,home_ownership,debt_to_income_ratio,monthly_installment,int_rate,total_accounts,total_payment,loan_status,grade,sub_grade
48000,7 years,9000,36,car,rent,0.0715,285.95,0.0894,18,10292,Fully Paid,A,A5
75000,10+ years,9800,36,car,mortgage,0.0498,311.37,0.0894,25,11209,Fully Paid,A,A5
75000,5 years,1800,36,car,rent,0.0092,57.19,0.0894,32,2056,Fully Paid,A,A5
85000,< 1 year,9600,36,car,rent,0.0431,305.01,0.0894,32,5786,Charged Off,A,A5
65000,4 years,4000,36,car,rent,0.0235,127.09,0.0894,8,3042,Charged Off,A,A5
102000,10+ years,15000,36,car,own,0.0561,476.58,0.0894,19,17157,Fully Paid,A,A5
36000,< 1 year,12000,36,car,mortgage,0.1284,385.14,0.0963,24,2306,Charged Off,A,A5
48000,10+ years,15000,36,car,mortgage,0.1204,481.42,0.0963,31,17331,Fully Paid,A,A5
70004,< 1 year,8000,36,car,rent,0.0440,256.76,0.0963,17,9036,Fully Paid,A,A5
45000,2 years,3000,36,car,rent,0.0257,96.29,0.0963,6,3466,Fully Paid,A,A5
39996,4 years,6500,36,car,rent,0.0626,208.62,0.0963,25,7510,Fully Paid,A,A5
36500,7 years,3200,36,car,mortgage,0.0338,102.71,0.0963,10,3625,Fully Paid,A,A5
56996,2 years,9575,36,car,own,0.0647,307.31,0.0963,15,10995,Fully Paid,A,A5
75000,2 years,14000,36,car,rent,0.0719,449.32,0.0963,9,16165,Fully Paid,A,A5
52700,2 years,5000,36,car,mortgage,0.0365,160.48,0.0963,11,5777,Fully Paid,A,A5
30500,4 years,3000,36,car,rent,0.0379,96.29,0.0963,21,3466,Fully Paid,A,A5
52000,< 1 year,2500,36,car,rent,0.0183,79.36,0.0888,6,2857,Fully Paid,B,B1
150000,7 years,20000,36,car,mortgage,0.0508,634.88,0.0888,26,22844,Fully Paid,B,B1
12000,< 1 year,6000,36,car,rent,0.1905,190.47,0.0888,10,6602,Fully Paid,B,B1
10800,4 years,2500,36,car,rent,0.0882,79.36,0.0888,16,2819,Fully Paid,B,B1
81000,8 years,10000,36,car,mortgage,0.0470,317.44,0.0888,35,10580,Fully Paid,B,B1
40000,4 years,3500,36,car,mortgage,0.0333,111.11,0.0888,26,4000,Fully Paid,B,B1
144500,10+ years,6000,60,car,mortgage,0.0103,124.21,0.0888,24,7420,Fully Paid,B,B1
75000,10+ years,8000,60,car,mortgage,0.0265,165.61,0.0888,24,9776,Fully Paid,B,B1
54000,8 years,6000,60,car,mortgage,0.0276,124.21,0.0888,19,7389,Fully Paid,B,B1
64200,6 years,4000,60,car,mortgage,0.0155,82.81,0.0888,16,4968,Fully Paid,B,B1
60000,8 years,4000,60,car,mortgage,0.0166,82.81,0.0888,34,4782,Fully Paid,B,B1
87055,10+ years,5000,60,car,mortgage,0.0143,103.51,0.0888,18,6210,Fully Paid,B,B1
37000,3 years,5500,36,car,rent,0.0569,175.42,0.092,36,6320,Fully Paid,B,B1
28800,7 years,8400,36,car,mortgage,0.1123,269.59,0.0963,12,9705,Fully Paid,B,B1
156000,10+ years,10000,36,car,mortgage,0.0247,320.94,0.0963,48,11412,Fully Paid,B,B1
62000,2 years,8000,36,car,rent,0.0497,256.76,0.0963,8,9154,Fully Paid,B,B1
98100,10+ years,7000,36,car,mortgage,0.0275,224.66,0.0963,23,5766,Charged Off,B,B1
66000,6 years,7000,36,car,mortgage,0.0408,224.66,0.0963,22,8089,Fully Paid,B,B1
96000,10+ years,3000,36,car,own,0.0120,96.29,0.0963,27,3466,Fully Paid,B,B1
48000,10+ years,6000,60,car,mortgage,0.0316,126.4,0.0963,17,7583,Fully Paid,B,B1
63600,3 years,7000,60,car,mortgage,0.0278,147.46,0.0963,29,8558,Fully Paid,B,B1
85460,10+ years,6000,60,car,own,0.0177,126.4,0.0963,26,6143,Fully Paid,B,B1
94000,10+ years,6000,60,car,mortgage,0.0161,126.4,0.0963,49,7374,Fully Paid,B,B1
41000,3 years,9000,36,car,mortgage,0.0848,289.9,0.0988,39,10437,Fully Paid,B,B1
50000,5 years,9500,36,car,rent,0.0734,306,0.0988,14,10796,Fully Paid,B,B1
53000,< 1 year,7000,36,car,rent,0.0511,225.48,0.0988,9,8036,Fully Paid,B,B1
16800,1 year,3050,36,car,rent,0.0702,98.29,0.0991,8,3538,Fully Paid,B,B1
83000,6 years,5000,36,car,mortgage,0.0233,161.13,0.0991,18,5800,Fully Paid,B,B1
51600,6 years,4000,36,car,rent,0.0300,128.9,0.0991,7,4637,Fully Paid,B,B1
25000,9 years,3700,36,car,rent,0.0572,119.24,0.0991,10,3731,Fully Paid,B,B1
60000,< 1 year,9000,36,car,own,0.0580,290.03,0.0991,18,10406,Fully Paid,B,B1
30000,3 years,4200,36,car,rent,0.0541,135.35,0.0991,32,4872,Fully Paid,B,B1
69000,9 years,4000,36,car,mortgage,0.0224,128.9,0.0991,32,4503,Fully Paid,B,B1
66000,2 years,13200,60,car,mortgage,0.0509,279.88,0.0991,16,15868,Fully Paid,B,B1
58000,4 years,12000,60,car,mortgage,0.0526,254.44,0.0991,18,14003,Fully Paid,B,B1
132000,9 years,2400,60,car,mortgage,0.0046,50.89,0.0991,45,2885,Fully Paid,B,B1
51721,6 years,7500,60,car,mortgage,0.0369,159.03,0.0991,38,8746,Current,B,B1
40000,2 years,12000,60,car,rent,0.0763,254.44,0.0991,7,13739,Current,B,B1
100000,9 years,6000,36,car,mortgage,0.0232,193.58,0.0999,29,6699,Fully Paid,B,B1
105000,10+ years,6000,36,car,mortgage,0.0221,193.58,0.0999,61,6366,Fully Paid,B,B1
96000,1 year,12000,36,car,rent,0.0484,387.15,0.0999,16,13851,Fully Paid,B,B1
15000,2 years,7100,36,car,rent,0.1833,229.07,0.0999,8,8246,Fully Paid,B,B1
47000,6 years,3500,36,car,rent,0.0288,112.92,0.0999,14,4065,Fully Paid,B,B1
46200,5 years,9000,36,car,rent,0.0754,290.37,0.0999,8,9667,Fully Paid,B,B1
55600,10+ years,8800,36,car,own,0.0613,283.91,0.0999,26,10221,Fully Paid,B,B1
26010,2 years,6500,36,car,mortgage,0.0968,209.71,0.0999,4,7276,Fully Paid,B,B1
147750,3 years,5750,36,car,rent,0.0151,185.51,0.0999,10,6686,Fully Paid,B,B1
19200,< 1 year,5000,36,car,rent,0.1008,161.32,0.0999,6,5807,Fully Paid,B,B1
27000,3 years,6900,36,car,rent,0.0989,222.62,0.0999,8,8014,Fully Paid,B,B1
43200,1 year,8000,60,car,mortgage,0.0472,169.94,0.0999,13,9433,Fully Paid,B,B1
69600,10+ years,7000,60,car,mortgage,0.0256,148.7,0.0999,37,7059,Fully Paid,B,B1
36000,6 years,7200,60,car,mortgage,0.0510,152.95,0.0999,35,8993,Fully Paid,B,B1
30000,8 years,3000,60,car,mortgage,0.0255,63.73,0.0999,28,3824,Fully Paid,B,B1
46800,< 1 year,9600,60,car,own,0.0523,203.93,0.0999,21,12245,Fully Paid,B,B1
98000,10+ years,14500,60,car,mortgage,0.0377,308.02,0.0999,32,16776,Fully Paid,B,B1
91500,10+ years,7000,60,car,mortgage,0.0195,148.7,0.0999,35,8843,Fully Paid,B,B1
146760,10+ years,9000,60,car,mortgage,0.0156,191.18,0.0999,35,11379,Fully Paid,B,B1
60000,10+ years,13500,60,car,mortgage,0.0574,286.77,0.0999,35,17206,Fully Paid,B,B1
48000,10+ years,9800,60,car,mortgage,0.0520,208.18,0.0999,25,11855,Current,B,B1
55200,3 years,8000,60,car,mortgage,0.0369,169.94,0.0999,30,9848,Current,B,B1
72000,10+ years,4500,60,car,mortgage,0.0159,95.59,0.0999,41,5444,Current,B,B1
36000,5 years,1800,60,car,mortgage,0.0127,38.24,0.0999,32,2178,Current,B,B1
85000,9 years,20000,36,car,mortgage,0.0916,648.92,0.1038,31,23363,Fully Paid,B,B1
21600,9 years,7200,36,car,rent,0.1298,233.62,0.1038,28,8069,Fully Paid,B,B1
43596,10+ years,6250,60,car,mortgage,0.0369,133.97,0.1038,24,6565,Charged Off,B,B1
60000,10+ years,8900,60,car,mortgage,0.0382,190.77,0.1038,24,11446,Fully Paid,B,B1
49000,2 years,6000,60,car,mortgage,0.0315,128.61,0.1038,30,7684,Fully Paid,B,B1
62000,10+ years,9000,60,car,mortgage,0.0373,192.92,0.1038,32,10627,Fully Paid,B,B1
57600,10+ years,6000,60,car,mortgage,0.0268,128.61,0.1038,14,7633,Fully Paid,B,B1
99600,10+ years,5700,60,car,mortgage,0.0147,122.18,0.1038,37,6824,Fully Paid,B,B1
40000,< 1 year,6500,60,car,rent,0.0418,139.33,0.1038,7,8284,Fully Paid,B,B1
72000,10+ years,8500,60,car,mortgage,0.0304,182.2,0.1038,39,10527,Fully Paid,B,B1
72000,9 years,8500,60,car,mortgage,0.0304,182.2,0.1038,12,10383,Fully Paid,B,B1
78000,10+ years,10000,60,car,own,0.0330,214.35,0.1038,15,10256,Fully Paid,B,B1
44400,5 years,4600,60,car,rent,0.0266,98.6,0.1038,7,5679,Fully Paid,B,B1
39996,10+ years,8000,36,car,rent,0.0785,261.71,0.1095,43,6197,Charged Off,B,B1
65000,8 years,7500,36,car,rent,0.0453,245.36,0.1095,22,8306,Fully Paid,B,B1
81204,1 year,9100,36,car,mortgage,0.0440,297.7,0.1095,17,10717,Fully Paid,B,B1
37000,< 1 year,7000,36,car,rent,0.0743,229,0.1095,12,8276,Fully Paid,B,B1
60000,< 1 year,4000,36,car,mortgage,0.0262,131.22,0.1114,33,2755,Charged Off,B,B1
12000,< 1 year,4500,36,car,own,0.1476,147.62,0.1114,5,5315,Fully Paid,B,B1
20000,5 years,4800,36,car,rent,0.0945,157.46,0.1114,10,5669,Fully Paid,B,B1
90000,10+ years,3500,36,car,mortgage,0.0149,111.71,0.0925,15,4022,Fully Paid,B,B2
49000,< 1 year,4000,36,car,rent,0.0313,127.67,0.0925,10,4587,Fully Paid,B,B2
48000,5 years,5000,36,car,rent,0.0399,159.59,0.0925,5,5745,Fully Paid,B,B2
60000,3 years,5600,36,car,rent,0.0357,178.74,0.0925,33,6256,Fully Paid,B,B2
58000,3 years,8400,60,car,mortgage,0.0363,175.4,0.0925,28,8592,Fully Paid,B,B2
39000,8 years,9800,60,car,mortgage,0.0630,204.63,0.0925,35,8185,Charged Off,B,B2
40000,5 years,8000,36,car,mortgage,0.0772,257.24,0.0976,35,9149,Fully Paid,B,B2
200000,9 years,6000,36,car,mortgage,0.0116,192.93,0.0976,22,6945,Fully Paid,B,B2
99000,10+ years,18000,36,car,mortgage,0.0702,578.79,0.0976,24,21247,Fully Paid,B,B2
126000,4 years,6000,36,car,mortgage,0.0184,193.61,0.1,22,5796,Charged Off,B,B2
54996,9 years,15000,36,car,mortgage,0.1056,484.01,0.1,11,17424,Fully Paid,B,B2
116400,3 years,8900,36,car,rent,0.0296,287.18,0.1,14,10338,Fully Paid,B,B2
52000,5 years,6500,36,car,rent,0.0484,209.74,0.1,12,7475,Fully Paid,B,B2
14400,< 1 year,4375,36,car,rent,0.1176,141.17,0.1,4,879,Charged Off,B,B2
40800,4 years,10400,36,car,mortgage,0.0987,335.58,0.1,6,12081,Fully Paid,B,B2
45600,3 years,9000,36,car,rent,0.0764,290.41,0.1,24,9143,Fully Paid,B,B2
14400,1 year,3000,36,car,rent,0.0807,96.81,0.1,14,3485,Fully Paid,B,B2
54000,1 year,6300,36,car,rent,0.0452,203.29,0.1,38,7072,Fully Paid,B,B2
90000,10+ years,5000,60,car,mortgage,0.0142,106.24,0.1,35,6291,Fully Paid,B,B2
43000,2 years,9000,60,car,mortgage,0.0534,191.23,0.1,20,9075,Fully Paid,B,B2
55000,3 years,6500,60,car,mortgage,0.0301,138.11,0.1,16,8286,Fully Paid,B,B2
70800,5 years,3600,60,car,mortgage,0.0130,76.49,0.1,6,4533,Fully Paid,B,B2
72000,8 years,12000,60,car,mortgage,0.0425,254.97,0.1,20,15298,Fully Paid,B,B2
40800,10+ years,6000,60,car,mortgage,0.0375,127.49,0.1,23,6290,Fully Paid,B,B2
31500,10+ years,3000,60,car,mortgage,0.0243,63.75,0.1,35,3599,Fully Paid,B,B2
114600,1 year,5500,60,car,mortgage,0.0122,116.86,0.1,21,2112,Charged Off,B,B2
50000,3 years,14000,60,car,mortgage,0.0714,297.46,0.1,9,17559,Fully Paid,B,B2
32141,4 years,12000,60,car,rent,0.0952,254.97,0.1,11,13439,Fully Paid,B,B2
48000,< 1 year,5000,60,car,rent,0.0266,106.24,0.1,10,6333,Fully Paid,B,B2
66000,8 years,9350,60,car,rent,0.0361,198.66,0.1,7,11906,Current,B,B2
131000,2 years,11200,36,car,mortgage,0.0332,362.71,0.1025,34,11655,Fully Paid,B,B2
58000,4 years,15000,36,car,own,0.1005,485.78,0.1025,11,17281,Fully Paid,B,B2
92904,8 years,5375,36,car,mortgage,0.0226,174.73,0.1051,37,5988,Fully Paid,B,B2
56160,2 years,3050,36,car,mortgage,0.0212,99.27,0.1059,34,3225,Fully Paid,B,B2
30000,1 year,3075,36,car,rent,0.0400,100.08,0.1059,6,3337,Fully Paid,B,B2
46151.04,2 years,6000,36,car,rent,0.0508,195.27,0.1059,20,7030,Fully Paid,B,B2
36000,7 years,4200,36,car,rent,0.0456,136.69,0.1059,31,4913,Fully Paid,B,B2
35000,4 years,1800,36,car,rent,0.0201,58.59,0.1059,28,1816,Fully Paid,B,B2
35000,10+ years,5400,36,car,rent,0.0603,175.75,0.1059,26,6295,Fully Paid,B,B2
54000,7 years,5500,36,car,mortgage,0.0398,179,0.1059,13,6444,Fully Paid,B,B2
42000,1 year,4500,36,car,mortgage,0.0418,146.46,0.1059,12,3186,Charged Off,B,B2
15120,< 1 year,1500,36,car,mortgage,0.0387,48.82,0.1059,5,1757,Fully Paid,B,B2
41600,< 1 year,8000,36,car,rent,0.0751,260.36,0.1059,5,9143,Fully Paid,B,B2
28800,10+ years,5000,36,car,rent,0.0678,162.73,0.1059,7,5858,Fully Paid,B,B2
72000,6 years,5000,36,car,rent,0.0271,162.73,0.1059,35,5858,Fully Paid,B,B2
39600,5 years,4000,60,car,mortgage,0.0261,86.16,0.1059,33,1895,Charged Off,B,B2
53289,10+ years,4000,60,car,mortgage,0.0194,86.16,0.1059,26,4941,Fully Paid,B,B2
57600,3 years,4000,60,car,rent,0.0180,86.16,0.1059,18,3104,Charged Off,B,B2
66000,10+ years,1300,60,car,rent,0.0051,28.01,0.1059,42,1367,Fully Paid,B,B2
53280,10+ years,14000,60,car,mortgage,0.0679,301.54,0.1059,14,17438,Current,B,B2
33360,2 years,5400,60,car,mortgage,0.0418,116.31,0.1059,26,6483,Current,B,B2
42000,< 1 year,4500,60,car,mortgage,0.0277,97.06,0.1065,9,4911,Fully Paid,B,B2
35000,10+ years,5000,36,car,mortgage,0.0558,162.87,0.1065,23,5863,Fully Paid,B,B2
78000,2 years,1750,36,car,mortgage,0.0088,57.01,0.1065,18,2052,Fully Paid,B,B2
24500,3 years,4800,36,car,rent,0.0766,156.36,0.1065,8,5591,Fully Paid,B,B2
42816,< 1 year,8000,36,car,rent,0.0730,260.59,0.1065,8,4451,Charged Off,B,B2
31000,10+ years,2400,36,car,mortgage,0.0303,78.18,0.1065,14,1278,Charged Off,B,B2
64800,10+ years,4500,36,car,mortgage,0.0271,146.58,0.1065,10,5277,Fully Paid,B,B2
52500,3 years,4000,36,car,mortgage,0.0298,130.3,0.1065,11,4690,Fully Paid,B,B2
45000,5 years,3800,36,car,mortgage,0.0330,123.78,0.1065,23,3891,Fully Paid,B,B2
120000,7 years,5000,36,car,own,0.0163,162.87,0.1065,12,5863,Fully Paid,B,B2
122400,5 years,6800,36,car,mortgage,0.0217,221.5,0.1065,37,7777,Fully Paid,B,B2
63372,7 years,3000,36,car,rent,0.0185,97.72,0.1065,6,3027,Fully Paid,B,B2
48000,5 years,9000,60,car,mortgage,0.0485,194.12,0.1065,20,11621,Fully Paid,B,B2
75000,3 years,4000,60,car,mortgage,0.0138,86.28,0.1065,15,5033,Fully Paid,B,B2
50400,4 years,5150,60,car,own,0.0264,111.08,0.1065,19,5845,Fully Paid,B,B2
199992,9 years,11900,60,car,own,0.0154,256.67,0.1065,37,13252,Fully Paid,B,B2
66000,10+ years,2500,60,car,rent,0.0098,53.93,0.1065,62,2684,Fully Paid,B,B2
64800,10+ years,15000,60,car,mortgage,0.0599,323.53,0.1065,32,17113,Current,B,B2
79200,10+ years,5000,60,car,mortgage,0.0163,107.85,0.1065,37,5802,Current,B,B2
60000,10+ years,5100,36,car,mortgage,0.0333,166.37,0.1075,29,5989,Fully Paid,B,B2
120000,10+ years,5600,36,car,mortgage,0.0183,182.68,0.1075,50,6340,Fully Paid,B,B2
90000,4 years,1700,36,car,mortgage,0.0074,55.46,0.1075,48,1970,Fully Paid,B,B2
106000,5 years,15000,36,car,rent,0.0554,489.31,0.1075,28,17176,Fully Paid,B,B2
109500,3 years,3500,36,car,mortgage,0.0125,114.18,0.1075,34,3945,Fully Paid,B,B2
84000,10+ years,10000,60,car,mortgage,0.0309,216.18,0.1075,21,12492,Fully Paid,B,B2
84000,< 1 year,12600,60,car,mortgage,0.0389,272.39,0.1075,26,16343,Fully Paid,B,B2
76440,10+ years,9175,60,car,own,0.0311,198.35,0.1075,37,11773,Fully Paid,B,B2
84787,4 years,11000,60,car,own,0.0337,237.8,0.1075,9,11928,Fully Paid,B,B2
125000,10+ years,4000,60,car,own,0.0083,86.48,0.1075,58,4338,Fully Paid,B,B2
57600,5 years,6000,60,car,rent,0.0270,129.71,0.1075,34,7666,Fully Paid,B,B2
63996,2 years,7575,60,car,rent,0.0307,163.76,0.1075,14,8996,Fully Paid,B,B2
70000,9 years,8500,36,car,mortgage,0.0478,278.85,0.1114,19,10038,Fully Paid,B,B2
48000,7 years,5600,36,car,rent,0.0459,183.71,0.1114,20,6478,Fully Paid,B,B2
65200,5 years,3000,36,car,mortgage,0.0181,98.59,0.1126,36,3430,Fully Paid,B,B2
27996,< 1 year,12250,36,car,rent,0.1726,402.58,0.1126,9,14493,Fully Paid,B,B2
36100,3 years,8400,36,car,rent,0.0918,276.06,0.1126,4,9938,Fully Paid,B,B2
58000,10+ years,1000,36,car,rent,0.0068,32.87,0.1126,24,1104,Fully Paid,B,B2
72000,3 years,9500,36,car,rent,0.0520,312.21,0.1126,25,11054,Fully Paid,B,B2
30000,< 1 year,5000,36,car,mortgage,0.0659,164.85,0.1148,19,884,Charged Off,B,B2
89650,8 years,22000,36,car,rent,0.0971,725.31,0.1148,19,15424,Charged Off,B,B2
31200,3 years,3600,36,car,mortgage,0.0457,118.69,0.1148,13,4256,Fully Paid,B,B2
36000,5 years,10000,36,car,rent,0.1099,329.69,0.1148,4,11865,Fully Paid,B,B2
28000,9 years,8400,36,car,rent,0.1187,276.94,0.1148,5,9970,Fully Paid,B,B2
99750,10+ years,12000,36,car,mortgage,0.0463,385.07,0.0962,18,13631,Fully Paid,B,B3
48000,7 years,4000,36,car,rent,0.0321,128.36,0.0962,20,4500,Fully Paid,B,B3
25200,2 years,3700,36,car,rent,0.0565,118.73,0.0962,7,4170,Fully Paid,B,B3
81000,7 years,4000,60,car,own,0.0125,84.25,0.0962,30,3063,Charged Off,B,B3
62000,5 years,9000,60,car,mortgage,0.0367,189.55,0.0962,18,11144,Fully Paid,B,B3
128000,< 1 year,8000,60,car,mortgage,0.0127,135.85,0.0962,38,8002,Fully Paid,B,B3
68000,3 years,9000,60,car,mortgage,0.0335,189.55,0.0962,27,11126,Fully Paid,B,B3
52000,5 years,12500,60,car,rent,0.0581,251.68,0.0962,25,14905,Fully Paid,B,B3
60000,5 years,8650,60,car,rent,0.0364,182.18,0.0962,28,8721,Fully Paid,B,B3
102000,2 years,11000,60,car,mortgage,0.0273,231.67,0.0962,29,12897,Fully Paid,B,B3
40000,3 years,6300,60,car,mortgage,0.0398,132.69,0.0962,13,6904,Fully Paid,B,B3
120000,7 years,18000,60,car,mortgage,0.0266,265.89,0.0962,27,15934,Fully Paid,B,B3
65000,10+ years,10000,60,car,mortgage,0.0269,145.85,0.0962,20,8439,Fully Paid,B,B3
43200,2 years,15000,60,car,own,0.0878,315.91,0.0962,7,7989,Charged Off,B,B3
96000,3 years,12450,60,car,mortgage,0.0328,262.21,0.0962,35,15714,Fully Paid,B,B3
65004,10+ years,2500,36,car,rent,0.0149,80.77,0.1008,15,2907,Fully Paid,B,B3
60000,1 year,5000,36,car,rent,0.0323,161.53,0.1008,11,5713,Fully Paid,B,B3
22000,3 years,3000,36,car,rent,0.0354,64.85,0.1033,15,2334,Fully Paid,B,B3
150000,5 years,12000,36,car,mortgage,0.0311,389.3,0.1037,16,12843,Fully Paid,B,B3
63500,3 years,4000,36,car,rent,0.0245,129.77,0.1037,8,4671,Fully Paid,B,B3
56000,7 years,3500,36,car,rent,0.0243,113.55,0.1037,20,3991,Fully Paid,B,B3
68000,3 years,8500,36,car,rent,0.0487,275.76,0.1037,11,9927,Fully Paid,B,B3
113316,10+ years,3000,36,car,mortgage,0.0103,97.33,0.1037,53,3169,Fully Paid,B,B3
50000,2 years,3000,36,car,rent,0.0234,97.33,0.1037,27,3504,Fully Paid,B,B3
40000,< 1 year,2500,36,car,rent,0.0243,81.11,0.1037,23,2920,Fully Paid,B,B3
27600,5 years,10000,36,car,rent,0.1411,324.42,0.1037,10,762,Charged Off,B,B3
60000,10+ years,9000,60,car,mortgage,0.0386,192.87,0.1037,43,9158,Charged Off,B,B3
47472,2 years,5600,60,car,mortgage,0.0303,120.01,0.1037,32,7200,Fully Paid,B,B3
103200,5 years,2200,60,car,mortgage,0.0055,47.15,0.1037,22,2829,Fully Paid,B,B3
48000,3 years,9000,60,car,mortgage,0.0482,192.87,0.1037,26,11143,Fully Paid,B,B3
105600,5 years,4200,60,car,mortgage,0.0102,90.01,0.1037,40,5400,Fully Paid,B,B3
62500,1 year,2800,60,car,rent,0.0115,60.01,0.1037,24,3600,Fully Paid,B,B3
45168,4 years,4400,60,car,rent,0.0251,94.3,0.1037,13,5657,Fully Paid,B,B3
60000,< 1 year,7000,60,car,rent,0.0300,150.01,0.1037,23,8184,Fully Paid,B,B3
120000,5 years,6000,60,car,mortgage,0.0129,128.58,0.1037,12,6648,Charged Off,B,B3
194808,4 years,9000,60,car,mortgage,0.0119,192.87,0.1037,54,11501,Fully Paid,B,B3
52800,5 years,13000,60,car,mortgage,0.0633,278.59,0.1037,8,16715,Fully Paid,B,B3
33600,< 1 year,3100,60,car,mortgage,0.0237,66.44,0.1037,12,3986,Fully Paid,B,B3
100000,10+ years,5000,60,car,mortgage,0.0129,107.15,0.1037,40,5128,Fully Paid,B,B3
24100,1 year,4800,60,car,rent,0.0512,102.87,0.1037,4,6172,Fully Paid,B,B3
84000,1 year,7500,60,car,rent,0.0230,160.73,0.1037,23,8769,Fully Paid,B,B3
26928,< 1 year,9000,60,car,rent,0.0859,192.87,0.1037,5,11572,Fully Paid,B,B3
38000,3 years,5000,60,car,rent,0.0338,107.15,0.1037,27,6429,Fully Paid,B,B3
90000,5 years,6000,60,car,mortgage,0.0171,128.58,0.1037,39,7674,Fully Paid,B,B3
77000,3 years,7000,60,car,rent,0.0234,150.01,0.1037,30,7351,Fully Paid,B,B3
103000,10+ years,6800,60,car,mortgage,0.0170,145.73,0.1037,17,8103,Fully Paid,B,B3
48000,10+ years,11000,60,car,mortgage,0.0589,235.73,0.1037,16,14069,Fully Paid,B,B3
59000,7 years,4000,60,car,mortgage,0.0174,85.72,0.1037,26,5092,Fully Paid,B,B3
55000,5 years,8000,60,car,rent,0.0374,171.44,0.1037,13,10279,Fully Paid,B,B3
24000,1 year,6000,60,car,rent,0.0643,128.58,0.1037,9,7701,Current,B,B3
45000,8 years,7500,36,car,mortgage,0.0651,244.2,0.1062,20,8792,Fully Paid,B,B3
52000,10+ years,4000,36,car,own,0.0301,130.24,0.1062,17,4689,Fully Paid,B,B3
30000,1 year,7000,36,car,rent,0.0912,227.92,0.1062,14,8203,Fully Paid,B,B3
31000,2 years,5000,36,car,rent,0.0630,162.8,0.1062,3,5822,Fully Paid,B,B3
95000,5 years,14000,36,car,rent,0.0576,455.84,0.1062,8,16436,Fully Paid,B,B3
57600,2 years,9000,36,car,mortgage,0.0614,294.61,0.1099,18,10606,Fully Paid,B,B3
39000,4 years,3250,36,car,mortgage,0.0327,106.39,0.1099,13,3443,Fully Paid,B,B3
43200,6 years,2000,36,car,own,0.0182,65.47,0.1099,6,2096,Fully Paid,B,B3
36000,2 years,2500,36,car,own,0.0273,81.84,0.1099,15,2907,Fully Paid,B,B3
64800,7 years,5600,36,car,mortgage,0.0339,183.32,0.1099,20,6583,Fully Paid,B,B3
65964,< 1 year,1275,36,car,mortgage,0.0076,41.74,0.1099,35,1329,Charged Off,B,B3
120000,10+ years,4800,36,car,own,0.0157,157.13,0.1099,47,5374,Fully Paid,B,B3
45000,1 year,12000,36,car,rent,0.1047,392.81,0.1099,27,13142,Fully Paid,B,B3
52416,10+ years,2200,36,car,rent,0.0165,72.02,0.1099,29,2543,Fully Paid,B,B3
160800,3 years,4800,36,car,rent,0.0117,157.13,0.1099,34,5471,Fully Paid,B,B3
52800,4 years,8975,36,car,rent,0.0668,293.79,0.1099,17,10308,Fully Paid,B,B3
19200,< 1 year,10000,36,car,rent,0.2046,327.34,0.1099,5,11784,Fully Paid,B,B3
63000,5 years,7400,36,car,mortgage,0.0461,242.24,0.1099,28,8242,Fully Paid,B,B3
37000,5 years,8000,36,car,own,0.0849,261.88,0.1099,10,8074,Fully Paid,B,B3
39000,10+ years,2200,36,car,rent,0.0222,72.02,0.1099,24,2220,Fully Paid,B,B3
225000,< 1 year,6000,36,car,rent,0.0105,196.41,0.1099,18,6700,Fully Paid,B,B3
70000,4 years,14400,60,car,mortgage,0.0537,313.02,0.1099,38,14790,Charged Off,B,B3
50400,9 years,7750,60,car,rent,0.0401,168.47,0.1099,10,1174,Charged Off,B,B3
38000,10+ years,11900,60,car,rent,0.0791,250.53,0.1099,12,8652,Charged Off,B,B3
33276,3 years,6100,60,car,mortgage,0.0478,132.6,0.1099,15,7592,Fully Paid,B,B3
90000,10+ years,3500,60,car,mortgage,0.0101,76.09,0.1099,22,3745,Fully Paid,B,B3
108000,10+ years,8000,60,car,mortgage,0.0193,173.9,0.1099,61,10281,Fully Paid,B,B3
70800,8 years,4000,60,car,rent,0.0147,86.95,0.1099,26,5216,Fully Paid,B,B3
45000,5 years,5000,60,car,mortgage,0.0290,108.69,0.1099,18,325,Charged Off,B,B3
102000,7 years,28000,60,car,mortgage,0.0716,608.65,0.1099,17,36045,Fully Paid,B,B3
93408,10+ years,9000,60,car,mortgage,0.0251,195.64,0.1099,41,11582,Fully Paid,B,B3
24720,3 years,3000,60,car,mortgage,0.0317,65.22,0.1099,24,3912,Fully Paid,B,B3
51600,10+ years,5000,60,car,own,0.0253,108.69,0.1099,27,6505,Fully Paid,B,B3
93600,6 years,7750,60,car,mortgage,0.0216,168.47,0.1099,27,6201,Charged Off,B,B3
34200,5 years,5500,60,car,mortgage,0.0420,119.56,0.1099,46,5551,Fully Paid,B,B3
92000,7 years,9600,60,car,mortgage,0.0272,208.68,0.1099,30,12270,Fully Paid,B,B3
60000,3 years,9600,60,car,rent,0.0417,208.68,0.1099,32,12495,Fully Paid,B,B3
53640,2 years,6000,60,car,mortgage,0.0292,130.43,0.1099,22,7417,Current,B,B3
50000,6 years,3000,60,car,mortgage,0.0157,65.22,0.1099,23,3837,Current,B,B3
33600,6 years,2500,60,car,rent,0.0194,54.35,0.1099,9,3145,Current,B,B3
67200,7 years,6000,60,car,mortgage,0.0233,130.43,0.1099,30,7679,Current,B,B3
68400,1 year,5000,60,car,mortgage,0.0191,108.69,0.1099,38,6399,Current,B,B3
